loan_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,home_ownership_MORTGAGE,home_ownership_NONE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,verification_status_Not Verified,verification_status_Source Verified,verification_status_Verified,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding,term_ 36 months,term_ 60 months
2400.0,9.91,77.34,19200.0,19.94,0.0,2.0,6.0,0.0,5082.0,21.6,8.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12500.0,6.03,380.45,65004.0,12.48,0.0,0.0,10.0,0.0,13682.0,46.1,18.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2400.0,8.9,76.21,38769.12,9.19,0.0,0.0,5.0,0.0,2729.0,68.2,15.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18000.0,7.9,563.23,89204.4,11.1,1.0,0.0,6.0,0.0,17852.0,66.0,18.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12000.0,16.29,423.61,300000.0,17.36,0.0,0.0,19.0,0.0,90746.0,94.5,55.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3000.0,14.65,103.49,125000.0,18.84,0.0,1.0,18.0,0.0,19982.0,79.3,40.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1000.0,14.27,34.31,82000.0,12.26,0.0,1.0,5.0,0.0,1247.0,36.7,24.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4000.0,16.29,141.21,36000.0,20.83,0.0,2.0,4.0,0.0,364.0,72.8,9.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3625.0,7.9,113.43,54000.0,24.6,0.0,0.0,7.0,0.0,9260.0,64.8,22.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3600.0,11.71,119.08,20000.0,18.48,0.0,0.0,3.0,0.0,12955.0,86.9,6.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10950.0,7.51,340.67,48000.0,25.1,0.0,1.0,10.0,0.0,35265.0,67.6,32.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10000.0,19.03,366.72,26400.0,7.5,0.0,1.0,3.0,0.0,6051.0,82.9,9.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5000.0,6.03,152.18,48000.0,4.88,0.0,0.0,7.0,0.0,167.0,1.3,22.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1000.0,6.62,30.71,38400.0,7.03,0.0,1.0,14.0,0.0,5500.0,22.7,56.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2500.0,14.27,85.78,40000.0,15.84,0.0,1.0,7.0,1.0,6048.0,90.3,24.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5000.0,7.9,156.46,26400.0,4.41,0.0,0.0,4.0,0.0,2923.0,34.4,4.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10000.0,12.42,334.16,55000.0,11.91,0.0,0.0,14.0,0.0,7118.0,38.1,21.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
15000.0,15.27,521.97,185000.0,7.85,0.0,1.0,17.0,0.0,8962.0,70.0,33.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
12000.0,14.27,280.91,72000.0,20.63,0.0,0.0,8.0,0.0,17405.0,73.7,25.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6000.0,7.51,186.67,75000.0,8.74,0.0,2.0,7.0,0.0,24391.0,75.5,18.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5000.0,14.65,172.48,38400.0,17.41,0.0,1.0,7.0,0.0,4388.0,95.7,19.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
25000.0,19.03,648.93,50000.0,15.05,0.0,0.0,13.0,0.0,12486.0,67.1,37.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20000.0,17.27,499.96,67500.0,11.84,0.0,2.0,21.0,0.0,19189.0,87.0,36.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3000.0,6.03,91.31,42000.0,14.26,0.0,3.0,13.0,0.0,2993.0,8.1,39.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4000.0,6.62,122.82,97000.0,8.67,0.0,2.0,6.0,0.0,1500.0,34.9,22.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3600.0,7.9,112.65,60000.0,4.4,0.0,0.0,4.0,0.0,4794.0,48.9,12.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
26375.0,10.65,568.87,48000.0,28.32,0.0,0.0,10.0,0.0,443.0,1.3,37.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20000.0,17.58,503.32,66397.44,16.36,0.0,0.0,9.0,0.0,12671.0,67.4,23.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13600.0,6.03,413.93,85000.0,22.94,0.0,1.0,10.0,0.0,16636.0,20.6,26.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8250.0,7.51,256.67,43000.0,28.05,0.0,2.0,6.0,0.0,6288.0,86.1,14.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5500.0,13.49,186.62,70000.0,1.34,0.0,0.0,4.0,0.0,2497.0,99.9,5.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
20000.0,9.91,644.5,54000.0,12.04,0.0,4.0,17.0,0.0,9750.0,34.2,37.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
34475.0,14.27,807.01,73000.0,29.56,0.0,3.0,19.0,0.0,9472.0,18.3,46.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5000.0,12.69,167.73,100000.0,20.69,0.0,1.0,12.0,0.0,60010.0,73.3,35.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10075.0,12.42,226.26,25000.0,25.87,0.0,0.0,8.0,0.0,1520.0,21.7,27.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
23325.0,17.58,586.99,48800.0,23.48,0.0,3.0,16.0,0.0,15529.0,46.2,39.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
32000.0,11.71,707.15,55000.0,23.65,0.0,0.0,11.0,0.0,28560.0,40.7,23.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
14000.0,7.9,283.2,60000.0,9.04,0.0,0.0,11.0,0.0,4251.0,10.8,50.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16000.0,13.49,542.89,122000.0,23.9,0.0,0.0,19.0,0.0,44574.0,85.9,42.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3600.0,11.71,119.08,20988.0,13.95,0.0,1.0,9.0,0.0,1409.0,12.1,9.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12000.0,7.9,375.49,60000.0,4.06,0.0,0.0,4.0,0.0,13221.0,68.5,13.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6400.0,9.91,206.24,50000.0,19.99,0.0,1.0,15.0,0.0,10096.0,25.2,36.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8000.0,9.91,257.8,35000.0,14.09,0.0,0.0,14.0,0.0,11558.0,34.9,28.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1000.0,11.71,33.08,100000.0,3.28,0.0,0.0,6.0,0.0,2819.0,58.7,21.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
35000.0,19.91,925.54,65000.0,14.22,0.0,0.0,5.0,0.0,45819.0,93.9,17.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
10000.0,6.03,304.36,36000.0,16.37,0.0,0.0,8.0,0.0,2173.0,10.7,19.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1500.0,12.42,50.13,60000.0,19.78,1.0,2.0,7.0,0.0,1015.0,59.7,13.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
14000.0,14.27,327.72,65000.0,17.75,0.0,1.0,12.0,1.0,7860.0,32.1,16.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3400.0,13.49,115.37,44000.0,16.09,0.0,2.0,9.0,0.0,2911.0,64.7,16.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
16000.0,8.9,508.06,35000.0,20.33,0.0,0.0,23.0,0.0,14896.0,25.6,44.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7000.0,7.51,217.78,45000.0,7.55,0.0,0.0,9.0,0.0,2540.0,13.1,10.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35000.0,22.35,973.64,340000.0,3.6,4.0,0.0,15.0,0.0,21567.0,55.3,62.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14400.0,19.03,373.79,160000.0,10.88,0.0,2.0,15.0,0.0,38075.0,76.3,37.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12000.0,6.03,365.23,85000.0,6.79,0.0,0.0,10.0,0.0,17412.0,29.9,39.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
14000.0,14.27,327.72,82000.0,18.37,0.0,0.0,10.0,0.0,38131.0,94.2,29.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2500.0,11.71,82.69,48000.0,2.4,1.0,1.0,5.0,1.0,2251.0,21.2,13.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10000.0,6.62,307.04,57600.0,16.38,0.0,0.0,5.0,0.0,10922.0,65.0,8.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20000.0,12.42,449.15,110000.0,5.09,0.0,3.0,5.0,0.0,5781.0,18.4,14.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4000.0,11.71,132.31,77250.0,8.9,0.0,1.0,8.0,1.0,1200.0,34.3,12.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8000.0,6.03,243.49,64320.0,2.5,0.0,0.0,7.0,0.0,1166.0,21.1,17.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18400.0,9.91,592.94,62500.0,13.75,0.0,1.0,17.0,0.0,20554.0,47.3,26.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
17000.0,7.51,528.89,87000.0,12.54,0.0,0.0,15.0,0.0,17523.0,33.5,35.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
20000.0,10.65,651.47,130000.0,12.5,0.0,0.0,13.0,0.0,43183.0,59.3,32.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1200.0,8.9,38.11,85000.0,9.15,0.0,2.0,9.0,1.0,892.0,23.5,15.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4950.0,8.9,157.18,15000.0,14.96,0.0,2.0,16.0,0.0,7310.0,18.7,25.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1500.0,10.65,48.86,70632.0,10.45,0.0,1.0,17.0,1.0,8169.0,24.6,38.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3000.0,11.71,99.23,60000.0,3.18,0.0,1.0,7.0,0.0,4708.0,33.4,22.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5700.0,18.64,146.74,107004.0,5.47,2.0,0.0,5.0,0.0,39012.0,91.8,33.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
30000.0,16.29,1059.02,140000.0,11.16,0.0,3.0,10.0,0.0,3025.0,9.1,54.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2000.0,11.71,66.16,34500.0,16.56,1.0,0.0,5.0,0.0,3246.0,54.1,12.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6000.0,6.03,182.62,90000.0,7.08,0.0,0.0,11.0,0.0,4211.0,8.6,22.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8000.0,11.71,264.61,86244.0,20.8,0.0,2.0,16.0,0.0,20629.0,61.4,40.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
22000.0,14.27,514.99,85000.0,13.48,0.0,0.0,9.0,0.0,21403.0,80.8,37.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4500.0,7.9,140.81,70000.0,23.34,0.0,0.0,11.0,0.0,31903.0,69.8,29.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
15000.0,6.03,456.54,86400.0,1.4,0.0,0.0,10.0,0.0,2940.0,6.3,11.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5000.0,6.03,152.18,66100.0,20.95,0.0,0.0,15.0,0.0,5203.0,11.2,42.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2400.0,13.49,81.44,90050.0,21.44,0.0,2.0,13.0,0.0,22423.0,84.6,39.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
12000.0,6.62,368.45,56000.0,14.36,0.0,1.0,10.0,0.0,18721.0,64.3,23.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10000.0,11.71,330.76,80000.0,15.51,0.0,0.0,11.0,1.0,11711.0,85.5,20.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34000.0,9.91,1095.65,160000.0,23.61,0.0,3.0,17.0,0.0,47280.0,45.2,41.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20000.0,14.65,472.14,260000.0,4.4,1.0,1.0,16.0,0.0,15965.0,20.1,44.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
31700.0,20.89,855.64,250000.0,17.62,0.0,0.0,9.0,0.0,64306.0,97.8,24.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7500.0,16.29,264.76,125000.0,2.25,1.0,1.0,6.0,0.0,6221.0,86.0,26.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3800.0,8.9,120.67,54000.0,15.82,0.0,0.0,10.0,0.0,28154.0,89.9,28.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8000.0,6.62,245.63,33000.0,25.31,0.0,0.0,13.0,0.0,7088.0,20.6,25.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6000.0,8.9,190.52,75000.0,19.02,0.0,3.0,11.0,0.0,31299.0,68.6,24.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8875.0,6.62,272.5,26400.0,24.32,0.0,0.0,5.0,0.0,9484.0,47.9,8.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3500.0,7.9,109.52,30000.0,16.36,0.0,1.0,5.0,0.0,1713.0,14.5,10.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
35000.0,19.42,916.03,250000.0,11.29,0.0,1.0,6.0,0.0,58759.0,51.6,23.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35000.0,8.9,1111.37,230000.0,6.57,0.0,3.0,11.0,0.0,29830.0,22.7,31.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
27300.0,21.67,748.89,73440.0,18.37,0.0,0.0,6.0,0.0,23724.0,98.8,25.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31200.0,12.42,700.67,129000.0,4.03,0.0,0.0,8.0,0.0,14814.0,48.9,15.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4800.0,6.03,146.1,20400.0,19.24,0.0,0.0,10.0,0.0,10324.0,27.6,21.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7000.0,6.62,214.93,149400.0,9.94,0.0,0.0,11.0,0.0,20635.0,41.9,43.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4200.0,7.51,130.67,52000.0,3.74,0.0,1.0,9.0,0.0,3999.0,38.1,19.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3000.0,12.69,100.64,42000.0,16.54,1.0,3.0,10.0,0.0,10828.0,49.9,17.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
5875.0,6.03,178.81,62000.0,11.11,0.0,0.0,7.0,0.0,431.0,0.8,19.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
17000.0,7.51,528.89,70000.0,3.36,0.0,0.0,5.0,0.0,7796.0,42.8,11.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
35000.0,11.71,773.44,90000.0,8.31,0.0,0.0,6.0,0.0,9535.0,49.9,16.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2000.0,8.9,63.51,55000.0,4.12,1.0,1.0,4.0,0.0,1483.0,17.7,19.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7000.0,9.91,225.58,156000.0,6.42,0.0,0.0,8.0,0.0,4082.0,72.5,10.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
35000.0,12.42,786.01,100000.0,10.97,0.0,0.0,9.0,0.0,15387.0,54.6,25.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15000.0,10.65,323.53,100000.0,8.84,1.0,0.0,10.0,0.0,5606.0,21.5,29.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
15000.0,6.03,456.54,100000.0,11.65,0.0,0.0,7.0,0.0,45907.0,1.7,37.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
15000.0,18.25,382.95,55000.0,17.08,0.0,2.0,17.0,0.0,14384.0,53.9,34.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
22000.0,12.69,497.09,115000.0,0.16,0.0,0.0,3.0,0.0,627.0,3.8,26.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12000.0,7.9,242.75,40000.0,21.0,0.0,0.0,17.0,0.0,8384.0,29.0,29.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7000.0,6.03,213.05,200000.0,2.3,0.0,1.0,9.0,0.0,10093.0,18.5,23.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
22000.0,7.51,684.44,55000.0,16.15,0.0,0.0,8.0,0.0,2799.0,26.4,34.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1875.0,13.49,63.62,14400.0,18.83,1.0,2.0,8.0,0.0,5342.0,48.6,23.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10000.0,6.62,307.04,74000.0,17.79,0.0,2.0,10.0,0.0,39410.0,52.4,38.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
15500.0,13.49,356.58,30720.0,22.46,0.0,1.0,5.0,0.0,6080.0,64.0,15.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4800.0,10.65,156.36,33000.0,6.95,0.0,2.0,12.0,0.0,4739.0,65.8,12.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
15850.0,18.64,408.03,43000.0,23.44,0.0,2.0,9.0,0.0,5049.0,48.5,12.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
12550.0,11.71,277.34,28764.0,16.23,0.0,0.0,11.0,0.0,9246.0,15.6,20.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5200.0,15.96,182.72,62000.0,9.89,0.0,2.0,7.0,0.0,8343.0,66.2,7.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
29700.0,19.91,785.39,62000.0,24.29,1.0,0.0,15.0,0.0,8944.0,52.3,38.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4800.0,7.51,149.34,35000.0,15.33,0.0,0.0,11.0,0.0,12408.0,42.9,21.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5000.0,6.03,152.18,92001.0,16.27,0.0,0.0,18.0,0.0,3072.0,8.1,42.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
12000.0,6.62,368.45,105000.0,18.27,0.0,0.0,12.0,0.0,24363.0,43.7,42.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12000.0,19.91,317.33,65000.0,15.69,0.0,1.0,10.0,0.0,7082.0,85.3,45.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
17500.0,11.71,386.72,37500.0,19.65,0.0,0.0,11.0,0.0,16225.0,30.7,16.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
15000.0,7.9,469.36,72000.0,13.4,1.0,0.0,12.0,0.0,15618.0,35.9,32.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
30000.0,10.65,977.2,94000.0,24.52,0.0,2.0,13.0,0.0,4659.0,25.0,27.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
30000.0,16.77,741.88,69996.0,24.4,0.0,0.0,9.0,0.0,52473.0,95.8,20.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12000.0,8.9,248.52,47148.0,24.64,0.0,0.0,6.0,0.0,8921.0,38.8,14.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
12000.0,11.71,396.92,75000.0,17.52,0.0,0.0,15.0,0.0,10652.0,50.5,39.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10000.0,12.69,335.45,64000.0,10.84,0.0,2.0,6.0,0.0,1983.0,57.8,13.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5000.0,12.42,167.08,20400.0,8.59,0.0,1.0,5.0,1.0,4776.0,85.3,10.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3500.0,11.71,115.77,31400.0,23.31,0.0,2.0,14.0,0.0,4941.0,48.9,29.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2500.0,7.9,78.23,36000.0,6.43,1.0,1.0,7.0,0.0,2485.0,31.9,16.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5000.0,8.9,158.77,20000.0,15.48,0.0,0.0,3.0,0.0,1474.0,64.1,5.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
19200.0,19.42,502.51,75000.0,20.59,0.0,0.0,11.0,0.0,32675.0,97.8,22.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
22600.0,18.64,581.79,200000.0,7.14,0.0,3.0,7.0,0.0,12189.0,73.9,24.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
10000.0,12.42,334.16,34000.0,9.04,1.0,3.0,11.0,0.0,3377.0,42.2,29.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5000.0,13.49,169.66,21000.0,5.94,0.0,2.0,4.0,0.0,2843.0,82.2,6.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12700.0,17.27,454.5,43400.0,19.85,1.0,0.0,18.0,0.0,15164.0,58.3,47.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6000.0,8.9,190.52,44500.0,22.09,0.0,1.0,11.0,0.0,2539.0,24.7,15.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
